Latitude,Longitude,Pokemon
66.46191228,-156.9201201,Camerupt Mega
45.40745896,-92.81121194,Crustle
41.63032704,-84.27554585,Shieldon
39.054804,-94.38503989,Deoxys Speed
29.84394252,-97.7956808,Poochyena
62.16692601,-160.4752149,Poliwag
31.77360298,-93.70366363,Eiscue Ice
32.52285186,-99.25128819,Eiscue Noice
38.53156642,-110.2897784,Snubbull
47.17245348,-107.2238476,Ribombee Totem
43.81803042,-86.01562708,Rampardos
62.55290591,-162.6347079,Solosis
42.33084685,-114.9144526,Lampent
64.7771067,-164.0120255,Rookidee
40.36061623,-103.5154891,Vigoroth
39.68819459,-108.229308,Litten
40.13356776,-90.36453009,Houndoom
65.47516365,-153.2179337,Sudowoodo
36.62711582,-97.31059857,Golem Alola
59.35860698,-154.1891797,Minior Blue
40.67912802,-118.1296063,Butterfree Gmax
32.16397927,-98.13313375,Skrelp
38.74600146,-92.72356372,Nickit
64.13032027,-142.3173174,Stantler
36.92747565,-79.78333405,Golett
43.81822105,-114.2979052,Minior Yellow Meteor
33.02783792,-96.6944224,Ursaring
33.48657619,-105.659,Indeedee Female
44.93361661,-87.05307908,Rookidee
59.09358986,-134.9146362,Feraligatr
38.76714096,-96.81670927,Pachirisu
66.88456484,-162.248182,Mienfoo
45.25820528,-96.88688138,Wingull
60.8554241,-143.6827782,Floette
38.31839107,-101.4641791,Magmar
40.35652009,-85.11430381,Dusclops
67.77635911,-162.0899959,Sudowoodo
35.18407559,-92.8514431,Mawile
48.0721871,-111.8957109,Glalie Mega
45.61914246,-83.30991638,Forretress
62.21362522,-164.2287981,Pumpkaboo Super
40.63316965,-89.82481313,Tauros
66.4059276,-144.3624243,Rhyperior
27.34837365,-81.46882267,Hippopotas
47.74875732,-111.4796862,Politoed
61.49508553,-147.9749463,Rhydon
63.39349993,-148.8411693,Corviknight
35.46013128,-113.9886752,Mandibuzz
64.99438076,-165.9399981,Armaldo
43.21081962,-115.3553465,Ducklett
37.37799826,-110.9702189,Nihilego
47.83945256,-116.7560091,Dewpider
30.7404283,-94.19234989,Ninjask
45.65839917,-97.48644499,Glameow
33.83099723,-82.70235945,Haunter
31.2498542,-99.12217509,Snover
36.99091091,-119.0242365,Absol
62.96422217,-161.8032034,Basculin Red Striped
38.97956859,-89.04481686,Zigzagoon Galar
47.75041371,-118.4881502,Cramorant
46.44779836,-101.2031524,Vanillite
29.9190215,-83.59425548,Kadabra
64.7216324,-152.9838688,Silvally
35.88381699,-88.14514894,Yanma
46.29225939,-69.70272861,Aggron
58.80750293,-136.5889708,Meowth Galar
38.60528712,-106.8619452,Drednaw
69.64765098,-142.0077203,Baltoy
65.96810796,-156.6718559,Meltan
68.98475909,-157.7705855,Krokorok
44.98237874,-89.1723833,Hattrem
61.72923906,-162.9844274,Diglett
58.5850788,-134.020358,Nidorino
37.04023208,-78.94330477,Lombre
38.18427984,-87.2054275,Pidgeotto
30.42235408,-82.83152861,Metagross
32.55465877,-100.8862637,Pikachu Phd
31.99736865,-96.38754984,Illumise
36.18323749,-96.10510024,Indeedee Female
66.01902506,-157.8026325,Sandaconda Gmax
41.4058154,-95.40975788,Hydreigon
43.38717846,-74.9265646,Gloom
36.532417,-110.9490749,Metapod
59.58493067,-157.3878765,Stufful
67.69564455,-156.7727337,Lanturn
34.92597998,-87.81994604,Heracross Mega
48.65306045,-113.3525625,Furfrou
46.32106504,-89.26972414,Drednaw
36.57192191,-116.2153735,Pupitar
42.01732959,-84.53315361,Carvanha
33.21514936,-108.1635204,Spheal
43.84632555,-90.30980837,Swanna
44.17285102,-112.8727786,Farfetchd Galar
44.82501011,-70.56513677,Sceptile
27.44359385,-98.58482958,Stufful
31.67085321,-110.8139396,Cramorant
48.3854294,-119.6428621,Horsea
45.72391577,-120.5915085,Carnivine
43.12321567,-108.2732335,Nuzleaf
61.1278759,-142.2230548,Salamence
43.5527283,-88.34630738,Glalie
34.74501895,-90.15815094,Surskit
47.057168,-89.46993772,Frogadier
33.68497934,-92.66756113,Gourgeist Large
35.35768159,-114.750738,Mimikyu Totem Busted
67.74430744,-141.0246519,Oshawott
35.23252665,-119.3788336,Lurantis Totem
44.13395965,-102.6765299,Orbeetle
36.64827245,-83.02676555,Bastiodon
40.83821687,-85.88287021,Aegislash Blade
66.67467291,-141.0048548,Bewear
39.8381765,-106.4026129,Pichu
67.61944769,-142.4730273,Venusaur Mega
33.08342746,-94.07461297,Pikachu Rock Star
39.62911953,-81.62544292,Chingling
40.55296585,-105.0746533,Unown
32.08265027,-110.2965026,Feebas
43.58733011,-102.9724818,Flaaffy
35.9297767,-78.36751516,Frillish
66.34458039,-150.6032042,Aegislash Shield
38.18556192,-75.67590133,Raticate
41.32883313,-78.27029425,Marowak Alola
45.05257851,-69.30244781,Lumineon
45.53980742,-117.7057431,Mr Mime
31.97895181,-92.97278508,Patrat
59.63996852,-160.3329333,Slugma
41.00703534,-104.1040071,Jigglypuff
35.76458062,-115.5225882,Bellsprout
42.97913879,-109.5675009,Stunfisk Galar
35.60342185,-92.87769641,Togedemaru
33.44846185,-81.99035089,Indeedee Female
29.81949318,-101.413909,Corviknight
33.18290656,-92.76351384,Zarude
38.4279043,-107.8611302,Geodude Alola
41.85290583,-77.17365314,Blitzle
46.11006922,-120.9891941,Minior Yellow Meteor
27.32604817,-98.61233449,Ferrothorn
42.13076094,-112.8171269,Copperajah Gmax
40.85825941,-124.0447076,Wynaut
36.87698709,-104.769518,Machoke
35.4369715,-117.7430948,Butterfree
56.39813239,-158.2303417,Klinklang
41.32355625,-75.1987551,Metagross
41.52693418,-91.70101634,Chimchar
33.29254658,-109.380675,Lopunny
47.84736784,-100.9773638,Ekans
66.83767243,-158.0777318,Mudbray
33.19608578,-102.3549158,Perrserker
34.32106149,-94.63225308,Omastar
64.0639708,-151.5387687,Delibird
38.2421302,-108.4078093,Snivy
45.2362891,-87.24077846,Floette
34.57513572,-105.6998507,Dugtrio
60.2233169,-155.2431684,Celebi
65.72738711,-157.3969622,Kommo O
61.63000184,-160.874377,Sneasel
40.48507576,-88.03284668,Minior Green
57.91059893,-133.4711979,Eldegoss
60.31612594,-164.128338,Lickitung
32.61801952,-97.81851472,Hitmonlee
38.06869117,-118.4944794,Comfey
37.4226259,-77.54822589,Eelektross
66.47712298,-153.5578634,Deino
45.90279878,-95.57870963,Wishiwashi Solo
43.16347961,-94.50302512,Garchomp Mega
68.96876173,-161.7154477,Tympole
45.91715303,-120.723482,Staraptor
41.02077311,-79.54000697,Grimmsnarl Gmax
65.97366729,-148.9166171,Eevee Gmax
63.9135019,-147.2121339,Munchlax
47.20201085,-92.93905892,Tirtouga
29.73819098,-84.93021457,Accelgor
32.83436575,-89.28973028,Metagross Mega
33.13669545,-79.27635164,Darmanitan Standard Galar
42.32350225,-77.16984209,Electrode
44.11027982,-74.77457791,Pumpkaboo Small
30.30721362,-85.54276532,Staryu
60.33694369,-163.3047922,Golbat
36.63142272,-87.42030961,Appletun
64.37748229,-160.4149436,Misdreavus
32.66878196,-112.1628275,Kartana
25.87957722,-81.09401996,Arceus
42.18193559,-86.51564017,Lycanroc Midnight
68.53456672,-165.1606457,Dusclops
41.81497354,-99.68326257,Spinda
68.45625215,-148.2361354,Gogoat
32.45667394,-88.31219991,Arceus
44.0296403,-93.73803001,Golem
41.51279852,-81.74432706,Emolga
32.54004042,-108.8658339,Pumpkaboo Super
46.4670172,-93.44531643,Magnemite
47.71325686,-118.9509203,Celebi
32.98290368,-96.86518037,Jigglypuff
32.60344786,-100.8332714,Banette
39.14927835,-99.93171685,Runerigus
64.65126973,-156.1003763,Pancham
38.56511222,-88.52760003,Gumshoos
69.8796339,-143.0390621,Deerling
45.28251449,-104.3998184,Aggron Mega
62.94607113,-148.6681356,Magby
44.51271541,-104.5569302,Zebstrika
66.24160442,-151.4888222,Trevenant
46.1640237,-99.18689764,Kecleon
40.48563096,-78.29075126,Chandelure
45.63335592,-116.2776463,Elgyem
38.99292884,-101.3118324,Watchog
37.34493368,-77.48626495,Arceus
64.96718181,-143.3577532,Duraludon
56.71768801,-158.4832444,Shuckle
47.00028963,-110.4714048,Houndoom
35.36072864,-93.22522876,Archeops
42.37299853,-75.42494381,Sandygast
43.42714027,-121.6071326,Corphish
47.03161489,-107.0531059,Manectric
47.59298912,-100.8768241,Wishiwashi Solo
67.46515664,-141.9749701,Marshtomp
42.9902177,-103.9355251,Tyrogue
41.00036296,-85.85276627,Gulpin
36.51255339,-99.83368108,Charmander
64.38165558,-150.8839528,Bagon
38.07073511,-86.53569219,Copperajah Gmax
33.15074467,-113.1195832,Gothita
36.85442466,-112.6039397,Slowbro Galar
65.08143941,-160.0187992,Cramorant
36.39433518,-93.78395671,Rotom
43.31641749,-117.2297003,Maractus
68.00204414,-162.9707857,Cyndaquil
64.53981455,-147.7723161,Sandaconda
39.90984645,-82.21061785,Chingling
35.04655456,-93.03027366,Aerodactyl Mega
66.93082594,-154.0762396,Steelix
30.84230907,-94.96207559,Raboot
55.58976434,-131.6890045,Froslass
48.26278742,-94.0306437,Toxtricity Amped
58.07234722,-154.4333314,Electabuzz
63.15771016,-152.2127042,Oricorio Pau
39.97149872,-102.6964902,Chewtle
47.56659372,-112.5062078,Pachirisu
46.3098185,-90.58622847,Diggersby
34.69539914,-80.44428932,Altaria Mega
45.97433753,-96.11607526,Phantump
63.91393577,-150.5199924,Camerupt Mega
48.67893534,-96.47228202,Sandshrew Alola
40.37477402,-115.146302,Clefable
58.99953318,-155.1496289,Darmanitan Zen
40.72884541,-92.27974657,Toxicroak
40.12732734,-102.8589299,Skrelp
36.25470474,-107.7679455,Spiritomb
41.91239278,-85.39563921,Noibat
42.76739133,-83.31287037,Wingull
66.08020848,-166.2005075,Rhyhorn
45.80151266,-123.4426283,Heracross
62.63160305,-164.6458902,Roselia
34.95520794,-89.15564537,Blastoise
30.91190598,-81.98397759,Farfetchd Galar
37.7109813,-98.46691555,Shiftry
46.87139361,-97.79907785,Misdreavus
44.09535253,-104.01395,Jigglypuff
41.59204641,-87.60181066,Raichu Alola
39.5965988,-118.9173889,Gastrodon
42.50467019,-104.7619095,Pikachu Unova Cap
38.48407275,-81.24690846,Goomy
66.00611512,-162.6258628,Minior Violet Meteor
29.12280513,-96.55307475,Heracross
44.61369555,-103.7249112,Dragonite
36.08398897,-113.8086591,Melmetal Gmax
48.13085511,-112.1702118,Simipour
62.07358463,-148.7235811,Totodile
37.73585456,-88.0531151,Incineroar
37.2586403,-108.0872051,Skiploom
37.32816074,-91.90200964,Roggenrola
42.14719971,-74.32184001,Pikachu Sinnoh Cap
38.45257836,-95.7013438,Purugly
32.88641506,-116.8705392,Pikachu Hoenn Cap
37.03898722,-110.4959663,Slurpuff
57.08310076,-158.5380537,Ampharos Mega
33.39509348,-85.36015073,Shieldon
44.29193692,-123.5478891,Mawile Mega
33.6971621,-107.371968,Snom
40.17902012,-83.82382959,Absol
44.61739523,-104.030716,Sudowoodo
39.81493058,-78.41632039,Hippopotas
39.73287712,-112.8963165,Sneasel
33.63171098,-99.44776616,Octillery
37.1052813,-104.0389104,Mamoswine
39.38115308,-93.31680143,Espurr
31.54084144,-91.15670628,Heatmor
46.89846887,-118.019383,Toucannon
30.85408755,-101.2830882,Weedle
30.26686898,-101.5057412,Prinplup
65.88672765,-164.2890506,Minior Violet
55.59263283,-131.347464,Stonjourner
44.75522474,-88.74163311,Mimikyu Disguised
69.46811683,-148.7590001,Hoopa Unbound
39.09281869,-105.969809,Sandile
46.46854105,-99.97569584,Dottler
35.5240476,-100.984316,Minior Violet
64.65410035,-145.7845665,Magby
32.06259456,-103.1247399,Toxtricity Low Key Gmax
45.63149317,-112.4166767,Pumpkaboo Average
38.90910066,-99.31431061,Seismitoad
39.01775387,-78.6842978,Decidueye
40.39520155,-118.2471196,Corsola Galar
41.66127118,-111.7209252,Zorua
34.87383689,-101.5945819,Sharpedo Mega
43.72122393,-109.582989,Lycanroc Midday
35.49408762,-113.4787907,Gardevoir Mega
41.77146224,-92.71676127,Metagross Mega
41.70646731,-94.36822448,Snivy
40.55863049,-109.37483,Togetic
41.47995512,-75.62712464,Budew
46.55036279,-101.5676456,Minior Yellow
46.0062382,-107.1369997,Bellossom
32.76687755,-95.01961501,Trapinch
62.64689173,-149.8393526,Yanmega
59.68167279,-158.671115,Espeon
41.43786755,-104.6599148,Galvantula
60.81039682,-156.9357092,Heracross
66.11456749,-150.1450224,Pikipek
40.36935604,-110.8880413,Slowbro Mega
47.87127893,-121.1463925,Vivillon
70.03383399,-146.8878796,Finneon
60.02226615,-149.151312,Sableye
63.47884623,-169.9332343,Tyrantrum
40.66652636,-89.80371675,Skarmory
43.67406883,-97.61081356,Electrode
41.27536746,-96.31624602,Golem
32.34922416,-111.1509091,Flapple Gmax
65.35311952,-162.0805008,Salamence Mega
33.1172798,-84.04633876,Dewgong
64.60655301,-156.7204641,Reuniclus
37.45659831,-100.2552739,Venusaur Mega
67.94202973,-154.6457537,Horsea
46.31763966,-67.83972596,Magmar
70.17207666,-157.6264866,Arbok
36.60071993,-96.06412204,Castform Sunny
42.46400066,-98.40220637,Aurorus
43.31821857,-118.2770502,Infernape
47.25416979,-113.9662864,Nidoran M
39.82236321,-98.87604764,Garbodor
41.39856739,-121.8559004,Dratini
26.66657854,-81.71140537,Fletchinder
43.50781147,-75.50864905,Amaura
39.82742393,-90.141405,Purrloin
67.62484294,-145.6487069,Lileep
37.90783438,-78.37491936,Grimmsnarl
41.36259512,-74.88256221,Togedemaru
60.85515923,-148.4150484,Pikachu Belle
41.90220695,-108.5961297,Bronzor
64.59799458,-150.4742168,Tyrunt
33.57884263,-102.336172,Mareep
30.92687136,-103.110975,Spinda
33.16130875,-82.83458136,Beartic
30.55525233,-93.0395178,Squirtle
40.2574525,-110.4053679,Tropius
46.62535725,-86.20776735,Dratini
32.18820389,-82.9002442,Gumshoos
46.00868799,-88.06861876,Melmetal
66.79533459,-162.3920185,Porygon
45.86504457,-122.8035249,Talonflame
36.8270271,-80.03531995,Probopass
66.52733285,-150.9137697,Rampardos
32.12289846,-99.28841843,Magearna
36.20512458,-120.8777825,Sealeo
38.61957309,-93.94033396,Raticate Totem Alola
33.00303394,-89.16747854,Arctovish
59.89883987,-141.0225423,Aggron Mega
55.47229931,-162.0201315,Rapidash Galar
67.92224672,-153.1171761,Cinderace
60.22107588,-144.1007325,Snorunt
65.54217094,-152.026448,Leavanny
45.93702658,-115.0390508,Feebas
44.39404499,-118.6603653,Yamask Galar
62.10353951,-147.1101861,Minior Blue Meteor
39.31749942,-119.1328626,Grumpig
39.04892221,-112.8987787,Jirachi
64.58138817,-143.1140735,Pupitar
36.14085688,-80.15354353,Doduo
47.67239994,-121.6688803,Mr Mime Galar
30.00649241,-101.081609,Surskit
33.13221188,-94.94961609,Azumarill
40.31125076,-87.59797115,Boltund
30.92537378,-95.73370445,Raticate Alola
31.38346909,-82.02047894,Swalot
43.07370967,-112.7556199,Trevenant
39.72903945,-116.1629247,Gourgeist Small
68.78451113,-148.00364,Jirachi
35.70468957,-92.99263268,Togedemaru Totem
42.47147004,-101.032958,Breloom
40.57874174,-85.48834177,Glameow
38.26394398,-82.23565164,Furfrou
41.46883672,-93.88522504,Hoppip
47.96588394,-104.5986283,Tauros
67.34621716,-154.8567782,Chatot
33.71326189,-93.2265056,Steelix
35.50219115,-112.0262362,Rookidee
61.29147731,-143.1340108,Appletun
63.49453285,-148.0087043,Mudkip
36.07364436,-89.50692228,Eldegoss
37.10508666,-96.41247673,Staravia
40.37307048,-85.75040378,Huntail
70.65646841,-154.015093,Arcanine
46.92828076,-100.3824768,Frillish
46.2459697,-116.9317697,Pineco
33.94130251,-104.0105344,Aerodactyl Mega
43.46506498,-71.68298484,Chansey
39.45824793,-85.33920289,Spoink
44.84805942,-114.2500947,Eelektross
42.75759772,-100.7104132,Oshawott
63.47402731,-146.2643112,Foongus
28.18464256,-80.82015276,Medicham
54.85830287,-163.9181562,Exeggutor Alola
32.64836797,-84.07315376,Incineroar
48.44266441,-94.87787682,Mothim
37.01571261,-102.9211268,Pikachu Gmax
38.6252547,-84.41836324,Meganium
30.00471735,-90.17994323,Kommo O Totem
44.14610713,-75.13182374,Tangrowth
39.09287422,-77.72576264,Mimikyu Disguised
62.58676407,-156.5030255,Donphan
70.35364532,-160.3259157,Raichu
38.9949588,-118.1925881,Drapion
68.05049938,-146.7416519,Corvisquire
37.68141478,-116.971766,Pikachu Libre
47.00125334,-110.0141992,Audino
41.77833989,-75.94443137,Gigalith
47.45303006,-92.62850706,Wooper
43.76801413,-98.73701633,Fearow
47.91456648,-108.5649045,Mareep
38.85319666,-123.2267789,Oricorio Pau
35.22820531,-83.32049325,Indeedee Male
33.11529911,-108.38447,Braixen
70.01583964,-160.9917061,Volbeat
68.73118932,-153.8523561,Jynx
69.0905651,-162.1558285,Munchlax
37.26155002,-108.798056,Unown
41.28929629,-82.7019081,Mienfoo
61.69200203,-145.1784032,Diancie
45.56533539,-100.4976809,Sentret
63.69922289,-147.5910383,Gengar Mega
37.30115002,-98.8264255,Litwick
40.01845497,-92.05017758,Venusaur Mega
38.2094397,-80.53931012,Turtonator
36.42140076,-120.2022938,Larvitar
70.29478185,-155.2336458,Patrat
40.50847916,-103.7764054,Lycanroc Midday
34.4238332,-97.44677474,Lanturn
19.64151138,-155.3551533,Gothorita
41.28254661,-73.07973419,Poliwhirl
35.69202032,-106.3726405,Abra
40.11319432,-122.2003464,Girafarig
43.30284141,-120.7170438,Stantler
31.64886793,-102.2437704,Beartic
29.83690674,-99.56499182,Dreepy
35.30653725,-117.1111644,Falinks
47.31551139,-90.98609709,Nuzleaf
33.138285,-110.9922952,Granbull
43.20393787,-118.1117479,Ninetales Alola
48.58378781,-108.721739,Slaking
46.01371554,-118.7396213,Machoke
67.20181873,-162.5982332,Ludicolo
48.31895029,-110.8002135,Palossand
48.21882722,-109.9506446,Darumaka
62.43428763,-146.8670301,Electabuzz
48.05821346,-113.971034,Seaking
40.73661284,-92.28417201,Vespiquen
32.83228836,-109.1652214,Drakloak
37.21837811,-87.51888603,Pansage
41.62456478,-105.7954831,Phantump
40.92839445,-84.41168548,Garchomp
40.95618471,-107.7294964,Passimian
62.2665932,-159.0566166,Girafarig
33.7870239,-108.2616668,Greninja
66.25608477,-145.2328456,Bronzor
28.84009268,-81.84277758,Ampharos
40.01833046,-115.2206959,Corviknight Gmax
29.74202272,-95.087387,Perrserker
47.05084153,-104.4680872,Corphish
38.55879872,-112.2333255,Pheromosa
45.51508819,-123.8719371,Umbreon
36.65789933,-89.86234555,Morpeko
68.40793688,-141.0457763,Spinarak
42.4798673,-114.7595921,Darmanitan Zen Galar
39.32297891,-78.19819606,Pumpkaboo Super
34.61679718,-85.72567167,Spritzee
44.56334631,-87.88236314,Rolycoly
33.41815056,-96.15375802,Corphish
35.57674566,-87.33861805,Quilava
39.6538952,-74.95116429,Unfezant
43.7861583,-97.37649755,Lapras
68.67453024,-163.2165501,Bonsly
42.56065985,-112.978241,Chingling
61.45360071,-149.6432483,Diancie Mega
32.67716054,-108.9354141,Togedemaru Totem
39.96775946,-107.4774516,Mudsdale
67.52215589,-154.7827636,Cherrim
64.67461206,-163.0216429,Spritzee
43.07025156,-124.399183,Venusaur Mega
65.71832598,-154.2788035,Lapras Gmax
46.32286407,-88.11719877,Tsareena
47.75708337,-123.2033326,Lickilicky
63.7889907,-149.1616265,Sawsbuck
44.39290395,-88.26545002,Rowlet
48.381828,-120.9523909,Umbreon
28.83349941,-81.87499632,Zigzagoon
34.75320807,-82.70483902,Chewtle
61.12233908,-145.5662951,Minior Indigo
45.50886579,-123.3497697,Pansage
43.4311342,-99.3993171,Eevee
47.19500868,-105.8196828,Feraligatr
38.88370065,-78.16664621,Camerupt
61.94448996,-149.1146324,Gothitelle
43.55991491,-84.86773068,Braixen
47.52935752,-86.81756798,Duskull
35.71371825,-99.07459918,Banette
32.42074984,-85.45389535,Parasect
30.52401731,-86.51935458,Sharpedo
46.94578671,-97.35958849,Poipole
68.2004165,-160.5148577,Lycanroc Midnight
61.20389896,-156.39613,Eiscue Ice
44.34939394,-82.56567272,Torkoal
33.64246975,-110.607911,Elekid
34.78540035,-114.4229927,Larvitar
36.99014623,-96.19353084,Charizard Mega X
47.17796578,-109.8279562,Vespiquen
41.17221782,-96.13898159,Sandshrew Alola
70.70535076,-155.6645347,Talonflame
64.36620627,-158.3007339,Chingling
39.61607628,-90.51308565,Klang
31.33476473,-102.4749095,Oricorio Pom Pom
48.32384071,-117.111516,Golbat
46.71601091,-99.50994839,Escavalier
44.65396683,-120.7534387,Fletchinder
40.88074379,-87.27694104,Ninjask
37.59407025,-120.070796,Butterfree Gmax
43.44345596,-102.1070763,Slowbro Galar
42.43489757,-79.78327241,Swablu
38.24154409,-93.00761309,Houndoom Mega
41.97223198,-85.06359374,Charjabug
32.59205318,-105.7060772,Whimsicott
63.26918593,-143.0577317,Morgrem
40.58649809,-88.33092946,Pikachu Phd
35.53275912,-111.5927076,Victreebel
35.73853441,-86.86152125,Basculin Blue Striped
48.15441942,-98.90358761,Rotom Heat
46.32870741,-87.24414067,Whirlipede
38.79173193,-97.06291872,Meowth Gmax
38.15939421,-118.2923402,Alakazam
33.89834567,-111.9632317,Rhyperior
34.57295592,-81.14234365,Rhyhorn
33.19402133,-114.3377087,Eldegoss
45.42333055,-95.5982147,Stunky
64.45169908,-152.0344917,Arceus
35.67339163,-109.7456737,Morpeko
48.23702331,-113.1424468,Bounsweet
63.54464263,-155.4762262,Relicanth
43.85416611,-107.8433431,Orbeetle
48.89385216,-115.7183077,Alomomola
34.6515504,-108.0229443,Magby
35.16890686,-118.0500319,Drowzee
69.70363154,-161.9344706,Silvally
38.34910335,-109.1867353,Empoleon
41.62210561,-112.9169365,Axew
30.07311424,-92.51303073,Deino
61.36054341,-158.9025223,Dodrio
67.09792113,-155.5500872,Sharpedo Mega
60.08632253,-162.4997646,Gyarados Mega
61.51265652,-157.2153432,Sharpedo Mega
43.83615657,-108.0826763,Zeraora
67.08048347,-146.4654736,Mimikyu Busted
38.38085376,-102.6443836,Meowstic Female
60.11864508,-142.9706424,Rampardos
40.76583952,-81.48310673,Rillaboom Gmax
37.95020334,-83.17554595,Jumpluff
29.005935,-95.71305016,Sunkern
38.22138565,-98.99633026,Zeraora
40.42819551,-86.62154283,Prinplup
37.05102228,-96.29880075,Milotic
28.50746606,-97.8428154,Voltorb
66.85333962,-154.2800759,Rowlet
29.58666248,-102.826323,Klefki
40.49106187,-120.212356,Stunfisk Galar
48.2693829,-98.20464044,Haunter
35.63599637,-104.725383,Golduck
39.21352898,-76.02881234,Chingling
44.21261033,-123.6933868,Pikachu Sinnoh Cap
38.57365209,-104.4283192,Gurdurr
39.24556657,-90.97118523,Cranidos
61.41255026,-153.9936713,Bellsprout
39.21839756,-86.66907178,Dusknoir
57.64348358,-157.3441317,Drapion
47.87676789,-112.2609855,Sewaddle
60.86030784,-149.9165213,Umbreon
44.08628903,-90.46689752,Gliscor
37.35710391,-81.48760307,Gengar Mega
35.27719224,-83.0897179,Charmeleon
36.33993344,-119.4104766,Timburr
56.02133839,-131.3797202,Gallade
59.46523998,-154.0089041,Cinderace Gmax
35.26600325,-101.3887282,Druddigon
59.17483893,-136.5127903,Pikachu Belle
43.61907255,-101.1882618,Rapidash Galar
38.39621942,-100.0221098,Florges
40.29153257,-109.4976344,Lunatone
39.38574358,-103.4447216,Gengar Gmax
38.102123,-103.7022414,Exploud
39.11084473,-107.1754917,Sandshrew
43.37517562,-89.43620079,Sableye
42.35560663,-77.65668395,Oricorio Pom Pom
62.04606565,-151.4241464,Minior Orange
40.12337648,-86.24173762,Slowbro
46.50215675,-122.2492816,Grotle
35.02049374,-99.34242695,Houndoom
38.13886572,-101.7657176,Gorebyss
33.43681402,-96.18366826,Scatterbug
33.99763044,-83.60187007,Coalossal
47.70656662,-120.1229382,Tangrowth
65.3906882,-166.9351758,Clamperl
61.23601182,-153.3378319,Grumpig
41.92719973,-81.68125379,Stufful
67.40231531,-155.0794028,Noctowl
42.32951911,-98.90630445,Goomy
43.8707051,-101.9757753,Klefki
33.00149843,-83.6242586,Vikavolt
33.60955423,-101.802849,Porygon2
46.11665461,-97.498318,Carkol
44.09707873,-105.03649,Cascoon
55.53968775,-131.0229436,Golem Alola
34.50988474,-85.67156311,Sobble
69.56139307,-151.7333641,Arcanine
42.0304957,-80.66970442,Pinsir Mega
38.82152236,-105.93188,Chatot
41.16376247,-76.99664149,Clauncher
70.33282432,-152.781271,Chespin
40.47319406,-90.34527892,Klinklang
66.78967291,-158.3476165,Spritzee
45.40067914,-97.42183173,Solosis
31.53356673,-95.94197005,Masquerain
32.67907378,-101.6537683,Rhyperior
65.7093851,-148.3845974,Lanturn
68.09182235,-154.6725015,Stakataka
34.46228412,-98.14609574,Joltik
38.85599338,-115.3214767,Exeggutor Alola
66.08309538,-152.8661723,Leafeon
67.66141469,-147.1950675,Meowth Alola
41.39629205,-109.6660874,Drapion
32.06050635,-106.7867337,Scrafty
27.83409771,-97.60314091,Hakamo O
35.99383973,-98.57308694,Greedent
29.72503496,-90.8437134,Seviper
46.78280281,-91.57709419,Bunnelby
38.77117604,-98.0242896,Beedrill
69.07113611,-145.0411156,Doduo
40.22660674,-115.9623592,Tauros
71.21027416,-156.2834077,Abra
32.75648958,-96.36975591,Diancie
45.6307494,-111.4233203,Tangela
44.83035536,-68.46091802,Lairon
63.4346677,-144.217208,Cubchoo
37.85277001,-88.45887637,Vanillite
37.49536548,-77.7573246,Rolycoly
33.69059906,-93.91246013,Lapras Gmax
38.99548363,-98.95447575,Ledyba
60.35620379,-160.5297965,Liepard
33.24884944,-103.8463755,Slaking
39.30072419,-99.85219017,Frillish
60.72982645,-152.3405983,Stunfisk
48.0974316,-108.269961,Koffing
46.79692704,-96.90268747,Dusknoir
39.58706886,-115.3857866,Golem
37.85135394,-83.55279474,Pikachu Phd
35.88850463,-96.70178791,Wartortle
33.39308177,-115.6371728,Thwackey
34.95963394,-94.91842149,Sizzlipede
61.36632395,-143.0435355,Pidgey
43.10189605,-116.8608766,Venusaur Gmax
62.94176303,-159.7033984,Indeedee Female
45.69959915,-116.8437707,Pidgeot
46.51404701,-112.1891625,Espurr
66.02205834,-142.0278084,Oddish
47.55262743,-103.0551356,Spritzee
67.47000923,-157.0338846,Sceptile Mega
35.42610764,-89.61167928,Lurantis
60.6090382,-143.5864715,Audino
60.86997829,-147.7633616,Purugly
39.785033,-80.90879437,Mantyke
46.64251781,-90.22344367,Delcatty
46.99951167,-118.477793,Togepi
37.89357569,-112.0186704,Toucannon
44.73230976,-89.48650852,Appletun
40.4482907,-115.4601907,Patrat
33.21860985,-81.91163117,Toxtricity Low Key Gmax
36.85928174,-80.46036745,Ampharos
42.15122641,-114.3716393,Spritzee
40.97146447,-108.76651,Gumshoos
60.14776074,-148.1418397,Grookey
41.17155634,-87.28683085,Sealeo
48.52510661,-121.9234788,Pidgeot Mega
46.99424145,-106.2069703,Metang
63.19831848,-145.0011761,Mew
43.69241864,-113.601876,Cranidos
44.86083767,-73.75138533,Raticate
35.70536025,-94.94411789,Minior Green Meteor
41.42990134,-80.90217766,Larvesta
36.80145917,-107.5819751,Chimchar
39.75337454,-95.62920402,Rotom Fan
36.06817938,-92.70835333,Abomasnow Mega
41.86198675,-93.72399958,Boltund
35.66956838,-96.07374161,Breloom
57.63357111,-132.9737984,Swalot
45.78646912,-120.8431429,Victreebel
42.15454056,-105.3588822,Machamp
45.08799236,-100.8739182,Sandshrew
39.58345103,-120.3549478,Minior Green
44.14649039,-115.7950545,Perrserker
29.28123871,-99.98360652,Hitmontop
31.3653431,-82.63656736,Lapras
29.20084974,-90.36784781,Haxorus
45.05187609,-107.8658476,Blissey
